Time,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Other,Waste,Renewable
2025-06-21 04:45:00,352.55,4.33,,,640.22,,69.58,,,,623.79,1439.08,37310.27,,379.9,7722.08
2025-06-21 05:00:00,352.71,6.75,,,721.95,,69.58,,,,630.7,1538.6,37404.78,,381.01,7590.540000000001
2025-06-21 05:15:00,353.24,1.09,,,720.43,,69.59,,,,622.75,1547.01,37381.52,,380.42,7485.59
2025-06-21 05:30:00,351.87,0.52,,,687.43,,69.55,,,,625.32,1473.75,37354.36,,380.17,7359.88
2025-06-21 05:45:00,351.03,1.1,,,695.24,,69.61,,,,627.65,1538.16,37378.34,,379.34,7352.04
2025-06-21 06:00:00,347.87,12.76,,,662.93,,69.62,,,,718.55,1648.76,37371.86,,382.21,7741.75
2025-06-21 06:15:00,349.69,2.95,,,678.06,,69.52,,,,716.92,1690.92,36903.55,,383.93,7864.87
2025-06-21 06:30:00,349.33,0.36,,,571.48,,69.46,,,,850.95,1394.06,36758.37,,383.25,8093.58
2025-06-21 06:45:00,353.36,0.17,,,569.57,,69.66,,,,940.19,1284.66,36518.77,,382.35,8450.82
2025-06-21 07:00:00,352.62,4.85,,,565.45,,69.78,,,,986.65,1408.7,36370.23,,381.93,9021.970000000001
2025-06-21 07:15:00,349.87,0.85,,,567.28,,69.92,,,,963.21,1207.19,36071.65,,379.32,9784.09
2025-06-21 07:30:00,348.86,0.65,,,565.45,,69.72,,,,883.83,1088.29,35903.87,,381.42,10393.470000000001
2025-06-21 07:45:00,347.36,0.89,,,558.33,,70.45,,,,752.02,1101.38,35733.36,,381.35,10928.77
2025-06-21 08:00:00,348.5,4.47,,,535.87,,70.52,,,,744.27,1089.64,35915.02,,380.25,11499.83
2025-06-21 08:15:00,350.0,1.65,,,534.46,,70.68,,,,821.61,1139.46,35527.01,,379.59,12265.43
2025-06-21 08:30:00,349.08,0.15,,,535.28,,70.36,,,,644.88,1114.01,34772.98,,377.88,12933.099999999999
2025-06-21 08:45:00,348.88,0.31,,,538.68,,70.34,,,,628.65,1082.13,34055.77,,378.86,13659.75
2025-06-21 09:00:00,350.4,4.0,,,395.4,,70.62,,,,314.22,891.3,33776.59,,378.36,14419.46
2025-06-21 09:15:00,349.88,0.84,,,321.01,,70.57,,,,287.53,743.57,32829.58,,378.63,15334.93
2025-06-21 09:30:00,350.47,0.48,,,320.58,,70.35,,,,281.48,664.68,31455.57,,380.52,16288.85
2025-06-21 09:45:00,348.98,0.46,,,319.28,,70.12,,,,170.16,658.54,30582.98,,380.34,17164.7
2025-06-21 10:00:00,350.1,3.03,,,316.62,,69.81,,,,129.84,704.9,30402.99,,380.45,17706.04
2025-06-21 10:15:00,351.68,1.81,,,314.55,,69.73,,,,102.5,650.0,29369.48,,380.45,18423.57
2025-06-21 10:30:00,350.71,2.01,,,310.8,,69.64,,,,102.76,599.58,28956.08,,380.45,19085.9
2025-06-21 10:45:00,351.69,0.03,,,312.45,,69.33,,,,99.03,574.1,28095.78,,382.94,19635.32
2025-06-21 11:00:00,352.21,17.89,,,311.53,,69.58,,,,102.27,635.88,28716.4,,379.39,20259.96
2025-06-21 11:15:00,357.43,7.56,,,314.09,,69.53,,,,97.53,688.06,28329.19,,377.87,20778.739999999998
2025-06-21 11:30:00,358.48,12.1,,,315.0,,69.52,,,,98.73,673.28,28504.84,,376.36,21264.2
2025-06-21 11:45:00,353.37,10.73,,,313.43,,69.44,,,,97.08,698.65,28483.83,,375.79,21686.509999999995
2025-06-21 12:00:00,348.58,18.82,,,316.25,,69.46,,,,97.54,633.43,28982.71,,377.19,22201.100000000002
2025-06-21 12:15:00,348.14,7.35,,,315.96,,69.42,,,,95.11,619.14,28629.97,,376.09,22514.809999999998
2025-06-21 12:30:00,347.33,4.39,,,314.93,,69.41,,,,95.1,614.76,28190.8,,377.31,22685.4
2025-06-21 12:45:00,353.05,2.52,,,337.86,,69.38,,,,93.32,609.23,27520.07,,379.19,22731.0
2025-06-21 13:00:00,350.8,2.18,,,319.87,,69.35,,,,93.9,545.69,27348.69,,377.62,22805.010000000002
2025-06-21 13:15:00,351.31,0.66,,,315.79,,69.11,,,,93.88,538.76,27010.73,,380.91,22833.68
2025-06-21 13:30:00,351.24,1.12,,,311.53,,68.17,,,,94.34,542.45,26996.64,,381.5,22818.34
2025-06-21 13:45:00,350.44,1.0,,,316.31,,67.93,,,,93.24,476.72,26979.03,,381.96,22873.88
2025-06-21 14:00:00,349.52,0.05,,,316.24,,67.8,,,,92.76,360.65,26690.41,,379.34,22730.68
2025-06-21 14:15:00,350.29,0.58,,,314.62,,67.8,,,,94.54,337.88,26556.84,,380.27,22588.850000000002
2025-06-21 14:30:00,349.13,0.68,,,316.55,,67.8,,,,94.37,323.66,26602.57,,381.62,22535.36
2025-06-21 14:45:00,346.08,2.06,,,316.32,,67.76,,,,93.72,327.46,26707.01,,381.73,22481.31
2025-06-21 15:00:00,348.4,0.07,,,480.94,,67.72,,,,90.98,433.94,26097.01,,382.96,22375.810000000005
2025-06-21 15:15:00,347.48,0.29,,,536.96,,67.68,,,,93.88,447.22,26006.07,,383.68,22022.979999999996
2025-06-21 15:30:00,346.18,2.98,,,534.11,,67.64,,,,95.19,475.86,26489.64,,381.48,21814.75
2025-06-21 15:45:00,347.63,0.82,,,533.94,,67.6,,,,93.41,630.52,26560.0,,380.55,21591.84
2025-06-21 16:00:00,349.79,2.15,,,530.6,,67.56,,,,218.54,938.87,26509.52,,380.19,21253.24
2025-06-21 16:15:00,348.53,7.81,,,525.66,,67.22,,,,254.81,1186.12,27067.91,,380.61,20854.760000000002
2025-06-21 16:30:00,349.01,6.0,,,536.05,,67.47,,,,242.45,1355.07,27401.56,,381.22,20250.38
2025-06-21 16:45:00,348.66,7.82,,,596.39,,67.46,,,,242.14,1667.96,27977.69,,381.19,19678.73
2025-06-21 17:00:00,346.97,5.78,,,638.95,,67.44,,,,368.5,1790.27,29855.96,,383.14,19353.55
2025-06-21 17:15:00,348.84,7.53,,,649.1,,67.44,,,,539.48,1804.17,31873.91,,381.7,18760.120000000003
2025-06-21 17:30:00,349.41,14.63,,,732.76,,67.42,,,,549.38,1916.61,33154.55,,380.6,18004.47
2025-06-21 17:45:00,350.41,13.92,,,854.4,,67.44,,,,487.65,2104.75,33753.8,,381.49,17225.62
2025-06-21 18:00:00,350.99,2.72,,,937.5,,67.45,,,,576.67,2075.87,34132.42,,381.57,16385.71
2025-06-21 18:15:00,354.76,12.01,,,1174.69,,67.45,,,,995.2,2173.11,34758.06,,382.15,15430.68
2025-06-21 18:30:00,356.11,14.59,,,1281.51,,67.49,,,,2138.95,2395.37,34883.79,,382.01,14575.09
2025-06-21 18:45:00,356.32,9.37,,,1567.18,,67.53,,,,2280.89,2588.01,34837.53,,382.45,13612.9
2025-06-21 19:00:00,355.53,0.12,,,1469.04,,67.57,,,,2188.2,2222.19,34486.3,,382.89,12657.52
2025-06-21 19:15:00,356.31,0.12,,,1578.73,,73.39,,,,2098.55,2171.51,34734.34,,383.18,11769.970000000001
2025-06-21 19:30:00,357.32,0.5,,,1734.44,,185.56,,,,2390.8,2227.49,34953.59,,384.52,10828.55
2025-06-21 19:45:00,356.16,0.19,,,1817.59,,221.53,,,,2533.75,2378.75,35022.73,,377.21,10017.73
2025-06-21 20:00:00,355.51,0.0,,,1873.81,,220.73,,,,2436.1,2283.65,34907.07,,368.64,9495.61
2025-06-21 20:15:00,352.69,0.65,,,1661.13,,222.52,,,,2430.81,2233.43,35011.18,,372.74,8993.98
2025-06-21 20:30:00,353.37,0.57,,,1620.89,,225.8,,,,2461.89,2309.59,35077.93,,376.6,8564.75
2025-06-21 20:45:00,349.83,0.16,,,1568.6,,227.82,,,,2381.33,2261.92,35045.08,,373.86,8285.64
2025-06-21 21:00:00,351.9,10.44,,,1566.29,,228.65,,,,2497.62,2219.45,35100.71,,372.59,8065.52
2025-06-21 21:15:00,354.08,5.11,,,1513.89,,229.58,,,,2487.46,2186.79,35029.53,,374.73,8162.76
2025-06-21 21:30:00,353.83,0.28,,,1498.13,,231.06,,,,2385.19,2215.07,34981.52,,376.1,8415.6
2025-06-21 21:45:00,353.71,11.38,,,1571.52,,232.42,,,,2446.05,2260.92,35109.76,,377.53,8625.69
2025-06-21 22:00:00,351.42,7.09,,,1709.84,,233.5,,,,2668.65,2449.68,35271.39,,378.04,8770.41
2025-06-21 22:15:00,355.92,2.32,,,1697.12,,194.64,,,,2522.51,2613.79,35353.34,,376.07,9179.83
2025-06-21 22:30:00,355.42,3.19,,,1463.7,,81.01,,,,2489.68,2628.18,35658.35,,379.07,9626.63
2025-06-21 22:45:00,358.71,2.16,,,1163.42,,69.19,,,,2392.5,2574.87,35835.5,,377.15,9992.6
2025-06-21 23:00:00,354.25,15.83,,,1199.98,,69.31,,,,2246.01,2557.96,36737.57,,379.83,10241.21
2025-06-21 23:15:00,353.76,8.71,,,1034.33,,69.33,,,,2011.86,2151.08,37201.34,,381.73,10292.359999999999
2025-06-21 23:30:00,352.0,0.08,,,994.7,,69.22,,,,1976.83,1908.04,37303.85,,380.39,10457.58
2025-06-21 23:45:00,353.22,0.02,,,1058.8,,69.32,,,,1964.7,1851.64,37145.69,,381.97,10602.89
2025-06-22 00:00:00,353.28,20.5,,,1224.76,,69.05,,,,1946.86,1897.38,36834.88,,378.07,10485.32
2025-06-22 00:15:00,352.58,3.64,,,1129.16,,69.35,,,,2015.95,1843.98,36523.2,,380.66,10283.06
2025-06-22 00:30:00,352.08,4.41,,,984.18,,69.44,,,,1608.8,1822.62,36389.57,,382.73,10008.17
2025-06-22 00:45:00,352.95,1.11,,,731.86,,69.44,,,,1452.86,1600.86,36245.53,,380.49,9876.650000000001
2025-06-22 01:00:00,352.12,37.17,,,338.54,,69.47,,,,1344.89,1591.9,36458.93,,383.85,9872.02
2025-06-22 01:15:00,351.91,21.6,,,293.78,,69.46,,,,1248.25,1452.21,36171.05,,383.9,9898.7
2025-06-22 01:30:00,349.54,19.75,,,292.59,,69.25,,,,1022.75,1268.68,36022.48,,382.72,10128.57
2025-06-22 01:45:00,350.44,17.23,,,298.01,,69.08,,,,972.13,1232.23,35723.07,,381.07,10088.24
2025-06-22 02:00:00,350.2,5.49,,,298.85,,69.51,,,,827.71,1239.37,36272.54,,380.85,10057.12
2025-06-22 02:15:00,350.49,0.98,,,301.14,,69.43,,,,676.16,1158.97,36126.33,,376.29,10014.75
2025-06-22 02:30:00,350.19,1.42,,,302.62,,69.46,,,,613.32,1111.54,35986.8,,374.75,9964.09
2025-06-22 02:45:00,350.55,0.82,,,301.4,,69.58,,,,638.9,1112.62,35257.78,,376.33,10012.28
2025-06-22 03:00:00,349.95,2.19,,,302.41,,69.6,,,,580.0,1185.45,35394.85,,379.97,9956.94
2025-06-22 03:15:00,349.47,0.06,,,302.01,,69.61,,,,594.45,1194.15,35308.62,,375.8,9735.16
2025-06-22 03:30:00,352.15,0.55,,,302.73,,69.62,,,,382.13,1159.0,35319.02,,376.55,9669.19
2025-06-22 03:45:00,352.1,0.11,,,304.04,,69.63,,,,352.39,1153.74,35085.21,,376.72,9527.689999999999
2025-06-22 04:00:00,353.0,3.23,,,304.93,,69.66,,,,115.09,1159.1,34892.2,,376.38,9509.9
2025-06-22 04:15:00,352.51,0.54,,,306.18,,69.7,,,,100.73,1155.56,34765.23,,377.67,9421.54
2025-06-22 04:30:00,352.35,0.21,,,304.77,,69.54,,,,100.61,1160.52,34736.81,,378.91,9219.210000000001
2025-06-22 04:45:00,355.13,0.6,,,304.79,,69.6,,,,100.75,1163.3,34906.14,,377.21,8864.79
2025-06-22 05:00:00,353.53,1.85,,,304.07,,70.02,,,,162.49,1149.27,34981.48,,377.62,8634.0
2025-06-22 05:15:00,353.22,0.81,,,301.43,,70.39,,,,143.83,1141.62,34870.1,,382.92,8408.49
2025-06-22 05:30:00,353.66,0.68,,,303.81,,70.53,,,,142.92,1108.32,34819.17,,381.99,8315.13
2025-06-22 05:45:00,353.41,0.45,,,302.75,,70.78,,,,144.65,1091.51,34971.86,,379.71,8284.86
2025-06-22 06:00:00,352.3,8.15,,,303.62,,70.87,,,,309.72,997.94,35171.37,,378.76,8348.130000000001
2025-06-22 06:15:00,351.29,4.71,,,304.64,,70.7,,,,465.98,971.54,34606.54,,380.8,8245.83
2025-06-22 06:30:00,350.07,5.06,,,302.92,,70.91,,,,509.59,949.25,34271.07,,379.92,8331.29
2025-06-22 06:45:00,354.61,4.42,,,303.02,,70.73,,,,507.81,948.07,33922.5,,379.87,8713.08
2025-06-22 07:00:00,353.56,2.45,,,304.23,,70.89,,,,373.88,917.49,33721.46,,380.99,9277.66
2025-06-22 07:15:00,355.93,0.69,,,304.22,,70.22,,,,359.75,911.25,33122.21,,381.02,9529.99
2025-06-22 07:30:00,354.25,0.94,,,305.07,,70.78,,,,309.72,980.66,32731.72,,379.63,9835.24
2025-06-22 07:45:00,351.57,0.89,,,303.35,,70.89,,,,309.32,1064.66,32514.36,,379.27,10286.75
2025-06-22 08:00:00,352.76,0.78,,,305.27,,70.69,,,,404.17,1017.94,32020.88,,380.02,10697.869999999999
2025-06-22 08:15:00,351.86,1.83,,,303.47,,70.48,,,,469.92,1065.21,31179.05,,383.03,11285.350000000002
2025-06-22 08:30:00,350.91,3.9,,,304.25,,70.71,,,,595.97,1147.05,31005.74,,378.22,11764.26
2025-06-22 08:45:00,352.2,1.95,,,304.09,,70.81,,,,585.19,1195.71,30885.77,,379.36,11557.69
2025-06-22 09:00:00,352.07,38.91,,,304.29,,70.36,,,,691.57,1341.39,31184.65,,378.62,10124.16
2025-06-22 09:15:00,352.3,6.56,,,306.09,,70.24,,,,634.2,1280.08,30516.03,,372.55,10722.96
2025-06-22 09:30:00,351.62,8.6,,,308.42,,70.84,,,,635.76,1234.44,30653.6,,371.79,11484.54
2025-06-22 09:45:00,354.15,8.7,,,309.07,,70.59,,,,636.23,1051.62,30520.9,,374.66,12051.470000000001
2025-06-22 10:00:00,353.56,12.74,,,307.03,,70.56,,,,735.39,1122.4,30866.63,,375.98,12350.24
2025-06-22 10:15:00,354.37,6.72,,,307.64,,69.6,,,,779.17,1121.27,30675.4,,371.61,12892.080000000002
2025-06-22 10:30:00,355.32,1.19,,,307.47,,69.6,,,,503.94,1034.63,30420.46,,357.34,13543.14
2025-06-22 10:45:00,355.22,3.16,,,308.41,,69.61,,,,492.17,921.46,30511.55,,355.63,14148.190000000002
2025-06-22 11:00:00,355.02,22.17,,,307.02,,69.33,,,,599.9,1030.07,30851.68,,353.15,14582.77
2025-06-22 11:15:00,355.08,0.78,,,305.53,,69.42,,,,462.5,974.1,30458.63,,352.62,14948.28
2025-06-22 11:30:00,354.31,0.43,,,307.74,,69.52,,,,387.37,974.94,30484.22,,351.69,15428.62
2025-06-22 11:45:00,353.88,9.92,,,309.33,,69.35,,,,464.4,1004.51,30575.58,,352.63,15808.000000000002
2025-06-22 12:00:00,355.47,0.25,,,306.41,,69.46,,,,399.07,918.89,30061.93,,354.2,16211.440000000002
2025-06-22 12:15:00,352.75,0.02,,,308.71,,69.44,,,,381.87,823.28,29644.08,,354.85,16676.89
2025-06-22 12:30:00,354.31,1.3,,,310.62,,69.42,,,,383.83,805.16,29686.64,,354.03,17057.44
2025-06-22 12:45:00,351.4,0.02,,,309.87,,69.19,,,,376.79,766.78,29505.03,,354.26,17395.29
2025-06-22 13:00:00,353.34,1.71,,,309.37,,69.3,,,,291.74,548.59,29665.57,,353.85,17820.59
2025-06-22 13:15:00,352.36,0.2,,,307.34,,69.28,,,,216.42,482.63,29277.38,,356.63,18094.98
2025-06-22 13:30:00,353.05,0.16,,,307.22,,69.33,,,,227.21,354.76,29211.16,,356.58,18352.11
2025-06-22 13:45:00,353.91,0.11,,,307.22,,69.31,,,,226.19,340.93,28924.21,,356.57,18810.32
2025-06-22 14:00:00,353.53,0.42,,,304.31,,69.24,,,,236.14,320.68,28832.4,,353.88,19111.45
2025-06-22 14:15:00,353.36,0.14,,,308.05,,69.11,,,,267.37,279.87,28732.8,,353.91,19370.910000000003
2025-06-22 14:30:00,352.33,0.59,,,303.91,,69.26,,,,290.27,273.56,28853.59,,353.61,19373.280000000002
2025-06-22 14:45:00,352.64,0.24,,,327.64,,69.26,,,,247.46,337.97,28820.33,,358.75,19354.41
2025-06-22 15:00:00,353.52,8.99,,,408.35,,69.24,,,,300.38,408.93,28847.83,,364.3,19158.059999999998
2025-06-22 15:15:00,352.28,11.91,,,409.13,,69.23,,,,385.32,437.75,29229.86,,364.3,18608.31
2025-06-22 15:30:00,352.65,11.92,,,445.01,,69.22,,,,385.88,430.67,29302.38,,362.86,18098.41
2025-06-22 15:45:00,353.78,7.13,,,506.9,,69.21,,,,380.17,496.52,29245.45,,363.61,17872.22
2025-06-22 16:00:00,357.07,8.32,,,502.7,,69.21,,,,381.55,669.49,29104.91,,365.37,17468.88
2025-06-22 16:15:00,353.73,9.89,,,507.9,,69.2,,,,387.69,734.66,29148.14,,366.76,17139.89
2025-06-22 16:30:00,355.41,10.68,,,507.32,,69.17,,,,426.38,747.84,29266.14,,367.39,16733.44
2025-06-22 16:45:00,354.14,10.46,,,508.71,,69.14,,,,455.51,975.16,29190.34,,378.08,16136.939999999999
2025-06-22 17:00:00,354.47,3.21,,,549.79,,69.16,,,,481.24,994.28,28940.72,,383.62,17627.63
2025-06-22 17:15:00,353.63,4.89,,,549.9,,69.19,,,,395.4,882.45,29583.28,,359.61,19533.37
2025-06-22 17:30:00,351.49,6.46,,,548.79,,69.2,,,,570.28,1219.08,30488.17,,380.4,18834.98
2025-06-22 17:45:00,350.71,1.58,,,546.5,,69.2,,,,575.51,1271.79,31247.74,,383.13,17731.760000000002
2025-06-22 18:00:00,353.18,0.12,,,548.72,,69.21,,,,468.64,1305.58,31494.22,,380.06,16942.920000000002
2025-06-22 18:15:00,352.63,3.82,,,547.26,,69.22,,,,399.22,1351.15,33006.38,,379.23,16358.369999999999
2025-06-22 18:30:00,354.21,5.16,,,552.61,,69.24,,,,733.57,1441.74,33593.88,,381.23,15467.669999999998
2025-06-22 18:45:00,352.73,9.09,,,557.95,,69.25,,,,858.31,1468.44,34850.38,,382.67,14574.31
2025-06-22 19:00:00,351.31,2.82,,,548.86,,69.25,,,,756.57,1591.87,35507.0,,385.25,13619.989999999998
2025-06-22 19:15:00,351.85,1.19,,,548.5,,69.16,,,,1118.91,1734.51,36346.45,,387.88,12883.49
2025-06-22 19:30:00,351.45,3.42,,,548.92,,69.05,,,,1618.82,1957.49,36877.51,,386.37,12070.59
2025-06-22 19:45:00,346.21,0.9,,,552.96,,69.15,,,,1735.06,1976.01,37465.55,,381.26,11150.16
2025-06-22 20:00:00,346.27,0.81,,,579.84,,68.86,,,,1711.8,2062.94,37435.31,,382.02,10461.43
2025-06-22 20:15:00,349.0,1.34,,,580.42,,69.19,,,,2042.08,2022.29,37633.46,,382.26,9954.7
2025-06-22 20:30:00,352.57,1.07,,,575.01,,69.29,,,,2357.37,1945.31,38071.05,,382.4,9401.02
2025-06-22 20:45:00,352.71,1.0,,,631.24,,69.25,,,,2279.13,1897.18,38473.27,,383.11,8845.7
2025-06-22 21:00:00,350.85,0.15,,,678.74,,69.19,,,,2221.83,2015.18,38523.45,,379.99,8640.15
2025-06-22 21:15:00,349.08,0.27,,,564.79,,69.28,,,,2308.46,2100.31,38628.54,,381.64,8500.44
2025-06-22 21:30:00,352.39,1.02,,,527.09,,69.35,,,,2376.81,2123.47,38736.04,,382.92,8458.85
2025-06-22 21:45:00,354.57,0.19,,,562.51,,69.38,,,,2399.09,2122.83,38737.72,,381.01,8284.15
2025-06-22 22:00:00,352.03,21.03,,,600.28,,69.17,,,,2740.19,2582.64,38908.15,,382.91,8157.05
2025-06-22 22:15:00,348.37,0.95,,,593.49,,69.07,,,,2673.95,2506.78,38904.63,,383.24,7966.360000000001
2025-06-22 22:30:00,353.66,3.27,,,601.35,,69.42,,,,2682.72,2604.95,38898.41,,383.18,8013.830000000001
2025-06-22 22:45:00,348.88,1.4,,,568.2,,69.44,,,,2606.77,2429.27,38665.32,,382.62,8072.33
2025-06-22 23:00:00,351.31,7.87,,,560.07,,69.42,,,,2572.61,2414.02,38753.16,,382.98,8058.99
2025-06-22 23:15:00,353.21,0.71,,,523.5,,69.44,,,,2387.5,2226.77,38535.48,,384.09,8124.35
2025-06-22 23:30:00,350.27,1.4,,,520.62,,69.36,,,,2374.1,2056.73,38560.54,,383.56,8419.75
2025-06-22 23:45:00,347.51,0.21,,,523.59,,69.31,,,,2331.85,2040.84,38581.22,,383.86,8659.789999999999
2025-06-23 00:00:00,347.83,7.9,,,556.76,,69.18,,,,2335.83,1904.99,38831.96,,383.48,8464.96
2025-06-23 00:15:00,348.78,0.01,,,353.41,,69.17,,,,2225.87,1501.29,38656.96,,385.56,8367.64
2025-06-23 00:30:00,351.48,0.77,,,307.37,,69.32,,,,1625.1,1247.4,38556.36,,385.58,8600.94
2025-06-23 00:45:00,351.31,0.02,,,308.46,,69.33,,,,1410.18,1200.91,38121.65,,384.32,8814.66
2025-06-23 01:00:00,352.51,9.56,,,307.93,,69.57,,,,1391.3,1197.39,38072.8,,384.28,8937.99
2025-06-23 01:15:00,351.33,7.53,,,309.21,,69.59,,,,1221.4,1179.49,37747.2,,385.84,8996.32
2025-06-23 01:30:00,348.08,8.38,,,325.38,,69.61,,,,974.23,992.18,37669.77,,385.66,9043.25
2025-06-23 01:45:00,352.76,5.41,,,307.06,,69.62,,,,679.34,978.6,37373.46,,384.23,9098.039999999999
2025-06-23 02:00:00,352.56,1.99,,,311.04,,69.63,,,,138.02,867.49,37277.02,,385.32,9135.03
2025-06-23 02:15:00,351.67,0.84,,,310.49,,69.64,,,,122.5,880.06,37205.09,,386.62,9116.14
2025-06-23 02:30:00,349.8,0.77,,,309.34,,69.54,,,,152.06,852.24,36970.67,,385.12,9028.85
2025-06-23 02:45:00,350.0,2.17,,,308.82,,69.34,,,,164.24,884.68,36155.39,,384.49,9073.380000000001
2025-06-23 03:00:00,353.32,2.82,,,309.16,,69.78,,,,147.59,889.49,35751.28,,382.86,9170.9
2025-06-23 03:15:00,352.19,2.67,,,307.99,,70.11,,,,186.93,880.36,35581.96,,381.23,9245.880000000001
2025-06-23 03:30:00,349.26,2.36,,,306.82,,70.35,,,,254.08,837.48,35282.87,,379.59,9336.189999999999
2025-06-23 03:45:00,351.66,2.33,,,308.13,,70.6,,,,280.71,829.51,34689.62,,381.53,9377.8
2025-06-23 04:00:00,350.73,13.2,,,308.67,,70.78,,,,156.38,780.64,34705.57,,381.52,9469.92
2025-06-23 04:15:00,349.75,12.89,,,323.17,,70.69,,,,190.9,770.06,34710.87,,382.63,9388.05
2025-06-23 04:30:00,351.31,12.86,,,309.36,,70.83,,,,99.68,746.27,34539.02,,380.91,9384.4
2025-06-23 04:45:00,354.0,17.61,,,302.57,,70.83,,,,94.58,748.3,34423.33,,382.7,9490.18
2025-06-23 05:00:00,350.21,8.57,,,308.9,,70.8,,,,93.07,726.32,34373.3,,382.03,9640.900000000001
2025-06-23 05:15:00,351.56,10.28,,,303.44,,70.96,,,,92.21,722.32,34551.7,,382.22,9748.04
2025-06-23 05:30:00,349.95,6.8,,,307.91,,70.95,,,,92.67,722.75,34823.65,,380.49,9846.74
2025-06-23 05:45:00,349.82,28.25,,,306.6,,70.81,,,,91.7,742.0,35142.2,,379.97,9976.44
2025-06-23 06:00:00,351.96,1.86,,,305.67,,70.54,,,,304.61,765.67,35448.69,,379.5,10365.34
2025-06-23 06:15:00,355.26,0.74,,,304.36,,70.82,,,,365.43,768.81,36269.3,,378.05,10498.71
2025-06-23 06:30:00,352.62,0.1,,,303.84,,71.0,,,,300.26,765.28,36251.93,,377.52,10639.89
2025-06-23 06:45:00,354.77,0.2,,,308.55,,71.0,,,,192.02,768.98,36298.39,,379.84,10710.1
2025-06-23 07:00:00,357.42,1.23,,,308.2,,71.0,,,,699.6,911.26,37049.41,,378.32,10770.26
2025-06-23 07:15:00,364.58,1.45,,,307.76,,71.0,,,,1296.02,922.59,38148.22,,379.08,10798.57
2025-06-23 07:30:00,370.4,0.09,,,308.28,,70.88,,,,1511.85,917.55,38257.77,,379.22,11208.58
2025-06-23 07:45:00,378.03,0.58,,,308.05,,70.98,,,,1509.34,945.71,38422.54,,379.32,11819.05
2025-06-23 08:00:00,384.57,21.52,,,307.97,,71.0,,,,2165.59,945.47,38764.36,,378.85,12555.1
2025-06-23 08:15:00,384.93,23.01,,,308.38,,70.48,,,,1989.54,936.96,38612.53,,378.2,13618.039999999999
2025-06-23 08:30:00,385.78,10.07,,,309.04,,70.72,,,,1096.96,999.4,38607.54,,377.79,14786.33
2025-06-23 08:45:00,384.42,2.96,,,308.44,,70.52,,,,1050.77,1002.54,38537.12,,378.63,15740.51
2025-06-23 09:00:00,383.68,13.83,,,307.96,,71.0,,,,728.46,1034.52,38626.53,,376.88,16617.31
2025-06-23 09:15:00,382.97,0.18,,,308.77,,71.0,,,,671.6,1027.13,38383.62,,375.68,17727.0
2025-06-23 09:30:00,384.34,1.12,,,306.73,,71.0,,,,596.61,962.11,38299.73,,375.63,18631.57
2025-06-23 09:45:00,385.68,0.05,,,307.02,,70.64,,,,587.54,896.61,37661.05,,375.32,19445.670000000002
2025-06-23 10:00:00,384.47,5.8,,,307.34,,70.81,,,,578.38,940.37,37366.58,,377.66,20402.85
2025-06-23 10:15:00,383.96,0.21,,,306.29,,70.31,,,,632.95,930.97,36577.77,,377.54,21248.71
2025-06-23 10:30:00,383.56,1.9,,,309.32,,70.97,,,,535.06,928.33,36596.42,,374.65,22060.480000000003
2025-06-23 10:45:00,379.13,7.75,,,330.25,,70.81,,,,523.14,925.74,36569.7,,374.0,21841.89
2025-06-23 11:00:00,382.48,15.32,,,350.99,,70.92,,,,770.8,1032.46,36473.82,,375.97,19036.530000000002
2025-06-23 11:15:00,380.64,2.76,,,352.2,,70.78,,,,752.12,1012.86,35863.46,,379.07,17940.32
2025-06-23 11:30:00,383.08,3.0,,,354.0,,70.94,,,,756.79,1013.98,35702.27,,377.37,18628.839999999997
2025-06-23 11:45:00,384.67,12.32,,,353.66,,71.0,,,,689.62,986.31,35740.31,,373.47,19212.83
2025-06-23 12:00:00,382.17,2.48,,,368.85,,70.99,,,,176.03,675.45,35683.21,,364.41,19130.75
2025-06-23 12:15:00,379.43,3.51,,,369.58,,70.64,,,,141.12,662.17,35520.44,,368.55,19528.739999999998
2025-06-23 12:30:00,382.1,4.28,,,363.65,,70.72,,,,156.98,623.24,35675.65,,369.93,19890.37
2025-06-23 12:45:00,380.38,1.09,,,360.84,,69.93,,,,138.81,606.58,35480.88,,367.18,19998.02
2025-06-23 13:00:00,380.33,0.18,,,360.18,,69.72,,,,177.82,686.04,35201.55,,367.81,19987.88
2025-06-23 13:15:00,378.09,0.39,,,361.12,,69.65,,,,140.99,666.07,34761.73,,367.66,20290.64
2025-06-23 13:30:00,377.45,0.18,,,360.84,,69.61,,,,139.81,617.64,34608.43,,371.16,20356.649999999998
2025-06-23 13:45:00,377.02,0.27,,,361.0,,69.59,,,,138.82,625.03,34667.12,,372.44,20241.64
2025-06-23 14:00:00,376.49,1.69,,,360.06,,69.56,,,,246.81,689.64,34743.93,,373.2,20234.08
2025-06-23 14:15:00,376.53,21.63,,,361.17,,69.56,,,,298.24,740.12,34943.98,,367.41,20226.39
2025-06-23 14:30:00,375.95,31.56,,,359.63,,69.59,,,,422.98,780.19,34995.86,,362.79,20160.58
